entity_id,input_name,matched_label,type,countries,sanctioned,pep,risk_factors,degree,source_count,entity_url
fcyGF6c60wnDy29rB3IWiQ,Bank Otkritie,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ""ФИНАНСОВАЯ КОРПОРАЦИЯ ОТКРЫТИЕ""",company,USA; CYP; ITA; RUS; KAZ,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; export_controls; export_controls_other; formerly_sanctioned; law_enforcement_action; meu_list_contractors; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_sanctioned_aus_dfat_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_non_sdn_entity; owned_by_soe; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; pep_adjacent; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_sanctioned_aus_dfat_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_non_sdn_entity; psa_owned_by_soe; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; regulatory_action; reputational_risk_other; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; state_owned,1993,32,/v1/entity/fcyGF6c60wnDy29rB3IWiQ
9-IuyJoA08bELHrSY3mXXA,Transneft,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ""",company,RUS,True,False,basel_aml; cpi_score; export_controls_adjacent; meu_list_contractors; sanctioned; sanctioned_gbr_fcdo; soe_adjacent,1526,9,/v1/entity/9-IuyJoA08bELHrSY3mXXA
RqBOnCZOD5pWG-tCf8wr8A,Russian Railways,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""",company,HUN; BLR; FIN; IRN; CHN; FRA; RUS; MLT; EST; DEU; PRK; POL,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; eu_high_risk_third; export_controls; law_enforcement_action; meu_list_contractors; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_rus_soe; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_dg_fisma_ec_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_fra_dgt_mefids_entity; owner_of_sanctioned_gbr_fcdo_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; pep_adjacent; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_rus_soe; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_dg_fisma_ec_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_fra_dgt_mefids_entity; psa_owner_of_sanctioned_gbr_fcdo_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; regulatory_action; reputational_risk_bribery_and_corruption; reputational_risk_financial_crime; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_gbr_fcdo; sanctioned_nzl_mfat_rus; sanctioned_other; sanctioned_ukr_nsdc; sanctioned_usa_ofac_non_sdn; state_owned,114371,25,/v1/entity/RqBOnCZOD5pWG-tCf8wr8A
T8xxeh7qY1AW7ISrGZKLdQ,United Aircraft Corporation,"ПАО ""ОБЪЕДИНЕННАЯ АВИАСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ""",company,RUS; CHN; USA; IRN,True,False,basel_aml; chinese_soe_adjacent; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_jpn_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; eu_50_percent_rule; eu_high_risk_third; export_controls; export_controls_other; exports_bis_high_priority_items_critical_components_indirect; exports_bis_high_priority_items_indirect; formerly_sanctioned; formerly_sanctioned_che_seco; imports_bis_high_priority_items; imports_bis_high_priority_items_critical_components; law_enforcement_action; meu_list_contractors; ofac_50_percent_rule; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_rus_soe; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_regulation_833_2014_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_non_sdn_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_soe; owned_by_usa_bis_entity; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_dg_fisma_ec_entity; owner_of_sanctioned_eu_ec_regulation_833_2014_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_fra_dgt_mefids_entity; owner_of_sanctioned_jpn_mof_entity; owner_of_sanctioned_nzl_mfat_rus_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; owner_of_usa_bis_entity; pep_adjacent; psa_eu_50_percent_rule; psa_exports_bis_high_priority_items_critical_components_indirect; psa_exports_bis_high_priority_items_indirect; psa_imports_bis_high_priority_items; psa_imports_bis_high_priority_items_critical_components; psa_ofac_50_percent_rule; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_rus_soe; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_regulation_833_2014_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_non_sdn_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_soe; psa_owned_by_usa_bis_entity; psa_owner_of_export_controls_entity; psa_owner_of_jpn_meti_end_user_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_dg_fisma_ec_entity; psa_owner_of_sanctioned_eu_ec_regulation_833_2014_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_fra_dgt_mefids_entity; psa_owner_of_sanctioned_jpn_mof_entity; psa_owner_of_sanctioned_nzl_mfat_rus_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; psa_owner_of_usa_bis_entity; psa_uk_50_percent_rule; psa_usa_bis_50_percent_rule; regulatory_action; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_regulation_833_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_gbr_hmt_ofsi; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; state_owned; uk_50_percent_rule; usa_bis; usa_bis_50_percent_rule,5721,35,/v1/entity/T8xxeh7qY1AW7ISrGZKLdQ
C5evl7eZKYvMMZHtGrm5UQ,United Shipbuilding Corporation,"АО ""ОБЪЕДИНЕННАЯ СУДОСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ"" ЧЕРЕЗ АО ""ПСЗ ""ЯНТАРЬ""",company,RUS,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_jpn_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; export_controls; export_controls_other; formerly_sanctioned; imports_bis_high_priority_items; imports_bis_high_priority_items_critical_components; law_enforcement_action; meu_list_contractors; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_aus_dfat_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_dg_fisma_ec_entity; owner_of_sanctioned_eu_ec_regulation_833_2014_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_fra_dgt_mefids_entity; owner_of_sanctioned_jpn_mof_entity; owner_of_sanctioned_nzl_mfat_rus_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; owner_of_usa_bis_entity; pep_adjacent; psa_imports_bis_high_priority_items; psa_imports_bis_high_priority_items_critical_components; psa_owner_of_export_controls_entity; psa_owner_of_jpn_meti_end_user_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_aus_dfat_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_dg_fisma_ec_entity; psa_owner_of_sanctioned_eu_ec_regulation_833_2014_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_fra_dgt_mefids_entity; psa_owner_of_sanctioned_jpn_mof_entity; psa_owner_of_sanctioned_nzl_mfat_rus_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; psa_owner_of_usa_bis_entity; regulatory_action; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_regulation_833_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; state_owned; state_owned_rus; usa_bis,3627,27,/v1/entity/C5evl7eZKYvMMZHtGrm5UQ
7h4KiPgnAb6t497bGQSXRA,Kamaz,"ПАО ""КАМАЗ""",company,RUS; CYP; AUT,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; eu_50_percent_rule; export_controls; export_controls_other; formerly_sanctioned; imports_bis_high_priority_items; law_enforcement_action; meu_list_contractors; ofac_50_percent_rule; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_rus_soe; owned_by_sanctioned_aus_dfat_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_regulation_833_2014_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_non_sdn_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_soe; owned_by_usa_bis_entity; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_ec_regulation_833_2014_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_gbr_fcdo_entity; owner_of_sanctioned_jpn_mof_entity; owner_of_sanctioned_nzl_mfat_rus_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_usa_bis_entity; pep_adjacent; psa_eu_50_percent_rule; psa_imports_bis_high_priority_items; psa_ofac_50_percent_rule; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_rus_soe; psa_owned_by_sanctioned_aus_dfat_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_regulation_833_2014_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_non_sdn_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_soe; psa_owned_by_usa_bis_entity; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_ec_regulation_833_2014_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_gbr_fcdo_entity; psa_owner_of_sanctioned_jpn_mof_entity; psa_owner_of_sanctioned_nzl_mfat_rus_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_usa_bis_entity; psa_uk_50_percent_rule; psa_usa_bis_50_percent_rule; regulatory_action; sanctioned; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_regulation_833_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; state_owned; uk_50_percent_rule; usa_bis; usa_bis_50_percent_rule,9280,29,/v1/entity/7h4KiPgnAb6t497bGQSXRA
9N2v17i-iAzuwbG9aTV_ng,Sevmash,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""СЕВЕРНОЕ МАШИНОСТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ""",company,RUS,True,False,basel_aml; cpi_score; eu_50_percent_rule; export_controls; export_controls_other; formerly_sanctioned; meu_list_contractors; ofac_50_percent_rule; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_rus_soe; owned_by_sanctioned_aus_dfat_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_regulation_833_2014_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_soe; owned_by_usa_bis_entity; psa_eu_50_percent_rule; psa_exports_bis_high_priority_items_indirect; psa_ofac_50_percent_rule; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_rus_soe; psa_owned_by_sanctioned_aus_dfat_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_regulation_833_2014_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_soe; psa_owned_by_usa_bis_entity; psa_uk_50_percent_rule; psa_usa_bis_50_percent_rule; regulatory_action; sanctioned; sanctioned_can_gac; sanctioned_eu_ec_regulation_833_2014; sanctioned_eu_sanctions; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_usa_ofac_sdn; soe_adjacent; uk_50_percent_rule; usa_bis; usa_bis_50_percent_rule,5995,16,/v1/entity/9N2v17i-iAzuwbG9aTV_ng
d2TgQkN7TkoPuE9fvnV9Xw,Almaz-Antey,"АО ""КОНЦЕРН ВКО ""АЛМАЗ-АНТЕЙ""",company,RUS,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_jpn_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; eu_50_percent_rule; export_controls; export_controls_other; exports_bis_high_priority_items_critical_components_indirect; exports_bis_high_priority_items_indirect; formerly_sanctioned; imports_bis_high_priority_items; imports_bis_high_priority_items_critical_components; law_enforcement_action; meu_list_contractors; ofac_50_percent_rule; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_sanctioned_aus_dfat_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_regulation_833_2014_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_soe; owned_by_usa_bis_entity; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_aus_dfat_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_dg_fisma_ec_entity; owner_of_sanctioned_eu_ec_regulation_833_2014_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_fra_dgt_mefids_entity; owner_of_sanctioned_gbr_fcdo_entity; owner_of_sanctioned_jpn_mof_entity; owner_of_sanctioned_nzl_mfat_rus_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; owner_of_usa_bis_entity; pep_adjacent; psa_eu_50_percent_rule; psa_export_to_chinese_soe; psa_exports_bis_high_priority_items_critical_components_indirect; psa_exports_bis_high_priority_items_indirect; psa_imports_bis_high_priority_items; psa_imports_bis_high_priority_items_critical_components; psa_ofac_50_percent_rule; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_sanctioned_aus_dfat_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_regulation_833_2014_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_soe; psa_owned_by_usa_bis_entity; psa_owner_of_export_controls_entity; psa_owner_of_jpn_meti_end_user_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_aus_dfat_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_dg_fisma_ec_entity; psa_owner_of_sanctioned_eu_ec_regulation_833_2014_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_fra_dgt_mefids_entity; psa_owner_of_sanctioned_gbr_fcdo_entity; psa_owner_of_sanctioned_jpn_mof_entity; psa_owner_of_sanctioned_nzl_mfat_rus_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; psa_owner_of_usa_bis_entity; psa_usa_bis_50_percent_rule; regulatory_action; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_regulation_833_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; state_owned; state_owned_rus; usa_bis; usa_bis_50_percent_rule,8977,29,/v1/entity/d2TgQkN7TkoPuE9fvnV9Xw
kpydBqvXd0I81sqNynYMPA,Uralvagonzavod,"АКЦИОНЕРНОЕ ОБЩЕСТВО  ""УРАЛЬСКАЯ БОЛЬШЕГРУЗНАЯ ТЕХНИКА-УРАЛВАГОНЗАВОД""",company,RUS,True,False,basel_aml; cpi_score; eu_50_percent_rule; export_controls; export_controls_other; meu_list_contractors; ofac_50_percent_rule; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_regulation_833_2014_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_soe; owned_by_usa_bis_entity; psa_eu_50_percent_rule; psa_ofac_50_percent_rule; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_regulation_833_2014_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_soe; psa_owned_by_usa_bis_entity; psa_uk_50_percent_rule; psa_usa_bis_50_percent_rule; regulatory_action; sanctioned; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; state_owned; uk_50_percent_rule; usa_bis_50_percent_rule,2774,14,/v1/entity/kpydBqvXd0I81sqNynYMPA
zqpMddadf94y39RfB3AgcA,Kalashnikov Concern,Kalashnikov Concern,company,RUS,True,False,basel_aml; cpi_score; export_controls_adjacent; formerly_sanctioned; formerly_sanctioned_nzl_mfat_rus; meu_list_contractors; psa_export_controls; psa_jpn_meti_end_user; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; soe_adjacent,60,"{'3322a755c28851ec06eda3280cc2a2b2': {'count': 75, 'label': 'Russia ClearSpending (3rd Party Data)', 'country': 'RUS', 'source_type': 'government_procurement_data'}, '93de05b55a68cc964f34bbfc7ec7bc86': {'count': 137, 'label': 'Consolidated Canadian Autonomous Sanctions List', 'country': 'CAN', 'source_type': 'sanctions_lists'}, 'bef2f30139ea37c723ecb0f953b5f024': {'count': 60, 'label': 'Australia Consolidated Sanctions List', 'country': 'AUS', 'source_type': 'sanctions_lists'}, '6c14405dec0a245d6acd6a3650d49de4': {'count': 5, 'label': 'EU Sanctions - Council Decisions and Regulations', 'country': 'XXX', 'source_type': 'sanctions_lists'}, 'd357238101a2bb02d97d5d77a56d9455': {'count': 5, 'label': 'New Zealand Russia Sanctions', 'country': 'NZL', 'source_type': 'sanctions_lists'}}",/v1/entity/zqpMddadf94y39RfB3AgcA
